Tool,File,Line,Severity,Rule,Message
PMD(Apex),./force-app/main/default/classes/AppointmentControllerToOpp.cls,221,3,StdCyclomaticComplexity,The method 'sendConfirmationEmail' has a Standard Cyclomatic Complexity of 12.
PMD(Apex),./force-app/main/default/classes/AppointmentControllerToOpp.cls,221,3,CyclomaticComplexity,"The method 'sendConfirmationEmail(Opportunity, String)' has a cyclomatic complexity of 16."
PMD(Apex),./force-app/main/default/classes/AppointmentControllerToOpp.cls,228,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/AppointmentControllerToOpp.cls,265,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/AreliaManualProjectRequestControllerTest.cls,33,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/AreliaManualProjectRequestControllerTest.cls,45,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/AreliaManualProjectRequestControllerTest.cls,57,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/AreliaManualProjectRequestControllerTest.cls,66,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/AreliaManualProjectRequestControllerTest.cls,78,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/AreliaManualProjectRequestControllerTest.cls,93,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/AreliaManualProjectRequestControllerTest.cls,130,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/AreliaManualProjectRequestControllerTest.cls,130,3,NcssMethodCount,The method 'testUpdateLeadSuccess()' has an NCSS line count of 44
PMD(Apex),./force-app/main/default/classes/AreliaManualProjectRequestControllerTest.cls,218,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/Arelia_ManualProjectRequestController.cls,87,3,NcssMethodCount,The method 'updateLead()' has an NCSS line count of 40
PMD(Apex),./force-app/main/default/classes/Arelia_ManualProjectRequestController.cls,87,3,CyclomaticComplexity,"The method 'updateLead(Map<String,Object>)' has a cyclomatic complexity of 11."
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,16,3,StdCyclomaticComplexity,The class 'CreateProjectFromOpportunityHandler' has a Standard Cyclomatic Complexity of 5 (Highest = 16).
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,16,3,CyclomaticComplexity,The class 'CreateProjectFromOpportunityHandler' has a total cyclomatic complexity of 79 (highest 18).
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,19,3,StdCyclomaticComplexity,The method 'handleAfterInsert' has a Standard Cyclomatic Complexity of 16.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,19,3,NcssMethodCount,The method 'handleAfterInsert()' has an NCSS line count of 69
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,19,3,CyclomaticComplexity,The method 'handleAfterInsert(List<Opportunity>)' has a cyclomatic complexity of 18.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,20,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,20,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,24,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,24,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,44,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,44,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,46,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,46,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,54,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,54,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,63,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,63,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,70,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,70,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,77,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,77,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,83,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,83,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,104,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,104,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,111,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,111,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,118,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,118,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,122,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,122,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,126,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,126,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,139,3,StdCyclomaticComplexity,The method 'handleAfterUpdate' has a Standard Cyclomatic Complexity of 15.
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,139,3,NcssMethodCount,The method 'handleAfterUpdate()' has an NCSS line count of 61
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,139,3,CyclomaticComplexity,"The method 'handleAfterUpdate(List<Opportunity>, Map<Id,Opportunity>)' has a cyclomatic complexity of 18."
PMD(Apex),./force-app/main/default/classes/CreateProjectFromOpportunityHandler.cls,318,5,UnusedLocalVariable,Variable 'endDateVal' defined but not used
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,7,3,StdCyclomaticComplexity,The class 'HandleVendorAbscondController' has a Standard Cyclomatic Complexity of 7 (Highest = 13).
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,69,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,86,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,117,3,ExcessiveParameterList,Avoid long parameter lists.
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,117,3,StdCyclomaticComplexity,The method 'sendEmail' has a Standard Cyclomatic Complexity of 13.
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,117,3,NcssMethodCount,The method 'sendEmail()' has an NCSS line count of 56
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,117,3,CognitiveComplexity,"The method 'sendEmail(Id, List<String>, Id, String, List<Id>)' has a cognitive complexity of 27, current threshold is 15"
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,117,3,CyclomaticComplexity,"The method 'sendEmail(Id, List<String>, Id, String, List<Id>)' has a cyclomatic complexity of 20."
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,129,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondController.cls,177,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,31,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,31,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,70,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,80,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,104,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,119,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,135,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,141,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,141,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,165,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,165,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,183,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,206,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,228,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,257,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/HandleVendorAbscondControllerTest.cls,277,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/InteriorAutoProjectRequestService.cls,21,3,CyclomaticComplexity,The class 'InteriorAutoProjectRequestService' has a total cyclomatic complexity of 84 (highest 12).
PMD(Apex),./force-app/main/default/classes/InteriorAutoProjectRequestService.cls,70,3,NcssMethodCount,The method 'saveRequest()' has an NCSS line count of 49
PMD(Apex),./force-app/main/default/classes/InteriorAutoProjectRequestService.cls,70,3,CyclomaticComplexity,"The method 'saveRequest(Map<String,Object>)' has a cyclomatic complexity of 12."
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,19,3,StdCyclomaticComplexity,The class 'InteriorMasterService' has a Standard Cyclomatic Complexity of 8 (Highest = 14).
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,19,3,ExcessivePublicCount,This class has a bunch of public methods and attributes
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,65,3,StdCyclomaticComplexity,The method 'getMasterData' has a Standard Cyclomatic Complexity of 14.
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,65,3,CognitiveComplexity,"The method 'getMasterData()' has a cognitive complexity of 19, current threshold is 15"
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,65,3,CyclomaticComplexity,The method 'getMasterData()' has a cyclomatic complexity of 14.
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,65,3,NcssMethodCount,The method 'getMasterData()' has an NCSS line count of 42
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,70,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,84,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,99,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,113,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/InteriorMasterService.cls,128,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/InteriorMasterServiceTest.cls,111,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/LeadAssignmentEmailHandler.cls,79,5,UnusedLocalVariable,Variable 'supervisorId' defined but not used
PMD(Apex),./force-app/main/default/classes/LeadEmailHandler.cls,22,3,StdCyclomaticComplexity,The class 'LeadEmailHandler' has a Standard Cyclomatic Complexity of 5 (Highest = 11).
PMD(Apex),./force-app/main/default/classes/LeadEmailHandler.cls,22,3,CyclomaticComplexity,The class 'LeadEmailHandler' has a total cyclomatic complexity of 67 (highest 14).
PMD(Apex),./force-app/main/default/classes/LeadEmailHandler.cls,69,3,StdCyclomaticComplexity,The method 'sendEnrollmentEmailOnSubmission' has a Standard Cyclomatic Complexity of 11.
PMD(Apex),./force-app/main/default/classes/LeadEmailHandler.cls,69,3,CyclomaticComplexity,The method 'sendEnrollmentEmailOnSubmission(List<Lead>)' has a cyclomatic complexity of 13.
PMD(Apex),./force-app/main/default/classes/LeadEmailHandler.cls,142,3,StdCyclomaticComplexity,The method 'sendLeadEmailOnApproval' has a Standard Cyclomatic Complexity of 11.
PMD(Apex),./force-app/main/default/classes/LeadEmailHandler.cls,142,3,CyclomaticComplexity,The method 'sendLeadEmailOnApproval(List<Lead>)' has a cyclomatic complexity of 14.
PMD(Apex),./force-app/main/default/classes/LeadEmailHandler.cls,232,3,CyclomaticComplexity,"The method 'prepareManagementEmails(Lead, Id, Boolean)' has a cyclomatic complexity of 10."
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,25,5,UnusedLocalVariable,Variable 'mgrUser' defined but not used
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,26,5,UnusedLocalVariable,Variable 'enrollUser' defined but not used
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,41,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,62,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,94,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,118,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,145,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,177,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,208,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/LeadEmailHandlerTest.cls,233,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetController.cls,2,3,StdCyclomaticComplexity,The class 'ProjectAdditionalBudgetController' has a Standard Cyclomatic Complexity of 4 (Highest = 10).
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetController.cls,2,3,CyclomaticComplexity,The class 'ProjectAdditionalBudgetController' has a total cyclomatic complexity of 137 (highest 13).
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetController.cls,129,3,CyclomaticComplexity,"The method 'submitRequest(Id, Decimal, String, List<Id>)' has a cyclomatic complexity of 13."
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetController.cls,363,3,CyclomaticComplexity,"The method 'sendEmailStrict(List<String>, String, String, List<Messaging.EmailFileAttachment>)' has a cyclomatic complexity of 13."
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetController.cls,394,3,StdCyclomaticComplexity,The method 'buildEmailAttachments' has a Standard Cyclomatic Complexity of 10.
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetController.cls,394,3,CyclomaticComplexity,The method 'buildEmailAttachments(List<Id>)' has a cyclomatic complexity of 11.
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,63,3,AvoidDebugStatements,Avoid debug statements since they impact on performance
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,63,3,DebugsShouldUseLoggingLevel,Calls to System.debug should specify a logging level.
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,72,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,86,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,114,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,136,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,152,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,186,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,238,3,EmptyCatchBlock,Avoid empty catch blocks
PMD(Apex),./force-app/main/default/classes/ProjectAdditionalBudgetControllerTest.cls,248,3,ApexUnitTestClassShouldHaveRunAs,Apex unit test classes should have at least one System.runAs() call
PMD(Apex),./force-app/main/default/classes/ProjectCompletionEmailHandler.cls,9,3,CognitiveComplexity,"The class 'ProjectCompletionEmailHandler' has a total cognitive complexity of 87 (highest 10), current threshold is 50"
PMD(Apex),./force-app/main/default/classes/ProjectCompletionEmailHandler.cls,9,3,CyclomaticComplexity,The class 'ProjectCompletionEmailHandler' has a total cyclomatic complexity of 97 (highest 11).
PMD(Apex),./force-app/main/default/classes/ProjectCompletionEmailHandler.cls,65,3,CyclomaticComplexity,The method 'sendProjectApprovedEmail(List<Project__c>)' has a cyclomatic complexity of 11.
PMD(Apex),./force-app/main/default/classes/ProjectCompletionEmailHandler.cls,101,3,EmptyCatchBlock,Avoid empty catch blocks
PMD(Apex),./force-app/main/default/classes/ProjectCompletionEmailHandler.cls,243,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
PMD(Apex),./force-app/main/default/classes/ProjectCompletionEmailHandler.cls,307,3,ApexCRUDViolation,Validate CRUD permission before SOQL/DML operation or enforce user mode
